address,lat,lon,building_material,build_year,floor,total_floors,rooms,area_total,usd_price,is_old,condition_unfinished,series_group
"Бишкек, 7 м-н",42.8294,74.6208,монолитный,2023.0,6.0,12.0,1,29.0,52000,0,0,mid
"Бишкек, Военторг, Сагынбая манасчы, 137",42.872,74.5922,монолитный,2022.0,3.0,12.0,3,118.55,199500,0,0,mid
"Бишкек, 8 м-н",42.8338,74.6122,панельный,1992.0,1.0,4.0,2,42.0,73000,1,0,high
"Бишкек, Баха, Курчатова 91/1",42.839,74.563,монолитный,2025.0,9.0,14.0,1,41.0,63000,0,0,low
"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",42.9025,74.5863,монолитный,2023.0,1.0,5.0,1,39.0,59000,0,0,low
"Бишкек, Мед. академия",42.8443,74.6022,кирпичный,2022.0,13.0,13.0,1,47.0,44000,0,1,low
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,монолитный,2022.0,5.0,14.0,2,80.0,160000,0,0,low
"Бишкек, 6 м-н",42.8269,74.6272,панельный,1992.0,1.0,4.0,3,58.0,87000,1,0,high
"Бишкек, Дворец спорта, Жумабека - Коенкозова",42.883,74.5937,монолитный,2023.0,10.0,15.0,2,61.2,105500,0,0,low
"Бишкек, Юбилейка, Кулатова/Элебаева",42.862,74.6085,кирпичный,2010.0,1.0,10.0,2,80.0,120000,0,0,low
"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева 54",42.8695,74.6306,кирпичный,2023.0,10.0,12.0,3,96.0,145000,0,0,low
"Бишкек, Горького - Алма-Атинская, 7 апрелья пересечение Исакеева ниже Техна Парка",42.8581,74.6338,кирпичный,2025.0,9.0,12.0,2,71.3,74865,0,1,low
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,монолитный,2023.0,5.0,10.0,1,42.6,51400,0,1,low
"Бишкек, Филармония, ПР.МАНАСА/УЛ.РЫСКУЛОВА",42.8798,74.5893,монолитный,2025.0,3.0,22.0,4,164.8,329600,0,1,low
"Бишкек, Кок-Жар ж/м, ж/м Кок-Жар, ул. Куйручук 20/7",42.8439,74.6435,панельный,2021.0,6.0,9.0,3,83.5,112000,0,0,low
"Бишкек, с. Кок-Джар, с. Кок-Жар, ул.Конур Осмона",42.8137,74.6485,монолитный,2024.0,2.0,12.0,2,71.0,103000,0,0,low
"Бишкек, АУЦА, Токомбаева 15/12",42.8113,74.6294,монолитный,2023.0,3.0,5.0,3,68.0,126000,0,0,low
"Бишкек, Карла Маркса,  ул. Юнусалиева, пер.Карасаева",42.8551,74.624,монолитный,2025.0,10.0,15.0,2,63.0,89000,0,1,low
"Бишкек, Аламедин-1 м-н",42.88,74.6824,кирпичный,2022.0,2.0,5.0,1,42.0,58500,0,0,low
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,монолитный,2023.0,4.0,10.0,2,72.0,105000,0,1,low
"Бишкек, Космос, Абая 93Б",42.8481,74.6015,монолитный,2023.0,12.0,12.0,3,102.0,142800,0,1,low
"Бишкек, Тунгуч м-н",42.8533,74.6885,панельный,1992.0,7.0,9.0,1,35.0,57800,1,0,high
"Бишкек, Киргизия 1 ж/м, Самойленко 2",42.8154,74.5805,кирпичный,2023.0,4.0,7.0,4,162.0,275400,0,1,mid
"Бишкек, Аламедин-1 м-н",42.8786,74.6836,панельный,1992.0,4.0,5.0,2,50.0,71500,1,0,high
"Бишкек, Чуй - Алматинка, Гражданская, 2",42.8757,74.6365,монолитный,2019.0,6.0,14.0,3,165.0,225000,0,0,mid
"Бишкек, Чуй - Алматинка, Чуй/Курманжан Датка",42.8755,74.6363,монолитный,2022.0,10.0,10.0,1,43.0,52500,0,0,low
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8582,74.6408,монолитный,2023.0,6.0,9.0,1,43.0,61000,0,0,low
"Бишкек, 5 м-н",42.8319,74.6266,кирпичный,2022.0,9.0,9.0,1,35.0,66000,0,0,high
"Бишкек, КНУ",42.8832,74.5851,кирпичный,2022.0,10.0,12.0,2,55.0,90000,0,0,low
"Бишкек, Политех",42.8446,74.5822,кирпичный,2022.0,2.0,4.0,2,41.0,67000,0,0,high
"Бишкек, 8 м-н",42.8307,74.6113,панельный,1985.0,1.0,4.0,3,65.0,95000,1,0,high
"Бишкек, Асанбай м-н, Ул.Аалы Токомбаева Дом 15",42.8208,74.621,панельный,1993.0,6.0,9.0,4,96.0,135000,1,0,low
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,монолитный,2025.0,11.0,13.0,5,226.0,305100,0,1,low
"Бишкек, Магистраль, пр. Ч. Айтматова 82/2",42.8277,74.586,монолитный,2021.0,11.0,14.0,1,44.0,73500,0,0,low
"Бишкек, Старый аэропорт, Ажибек Баатыра 1д",42.8398,74.5781,монолитный,2024.0,9.0,10.0,2,63.0,100000,0,1,low
"Бишкек, Пишпек ж/м",42.8627,74.5459,панельный,1985.0,1.0,5.0,3,72.0,77000,1,0,high
"Бишкек, АЮ Grand, Исакеева 18/16",42.8583,74.6825,кирпичный,2022.0,2.0,7.0,1,44.0,67000,0,0,low
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,монолитный,2022.0,7.0,16.0,3,100.0,155000,0,0,low
"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",42.8192,74.6031,монолитный,2022.0,7.0,14.0,2,74.0,123000,0,0,low
"Бишкек, Пишпек ж/м, Алыбаева 11",42.8624,74.5441,панельный,2025.0,2.0,9.0,3,86.0,77000,0,1,low
"Бишкек, Мадина,  ул. Чынары 19а",42.8696,74.6378,монолитный,2022.0,15.0,16.0,3,92.7,115000,0,0,low
"Бишкек, Ак-Ордо 3 ж/м 2170",42.826,74.4911,кирпичный,2024.0,1.0,2.0,1,40.0,30000,0,1,mid
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,монолитный,2022.0,7.0,15.0,3,74.0,86500,0,1,low
"Бишкек, 6 м-н",42.8251,74.6257,панельный,1992.0,5.0,5.0,2,43.0,75000,1,0,mid
"Бишкек, Ипподром, Баха/Гагарина",42.8521,74.5546,кирпичный,2023.0,7.0,9.0,3,80.0,96000,0,1,low
"Бишкек, Джал-23 м-н (Нижний Джал)",42.8424,74.5651,панельный,1992.0,5.0,9.0,1,35.0,58500,1,0,high
"Бишкек, Горького - Алма-Атинская, Анкара 3/4",42.8564,74.6424,панельный,2025.0,5.0,10.0,1,53.0,72500,0,0,low
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,монолитный,2024.0,12.0,15.0,3,104.0,114400,0,1,low
"Бишкек, 12 м-н, мкрн 12, ул. Саякбая Каралаева/Нуркамал Жетикашкаевой",42.8153,74.6376,монолитный,2017.0,5.0,10.0,2,68.0,120000,0,0,low
"Бишкек, Аламедин-1 м-н, Аламедин-1 микрорайон, 18",42.8789,74.6786,панельный,1988.0,8.0,9.0,3,63.0,85000,1,0,high
"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева 54",42.8695,74.6306,кирпичный,2023.0,8.0,12.0,3,95.0,96000,0,1,low
"Бишкек, Городок энергетиков, Салиева/Ауэзова",42.879,74.6925,монолитный,2023.0,10.0,10.0,3,117.0,160000,0,0,low
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,монолитный,2025.0,13.0,18.0,4,174.0,269700,0,1,low
"Бишкек, 6 м-н",42.8288,74.6303,панельный,1992.0,9.0,9.0,3,61.0,89000,1,0,high
"Бишкек, с. Кок-Джар, Алма-Атинская/Южная магистраль",42.8151,74.6478,панельный,2016.0,4.0,9.0,3,82.0,110000,0,0,low
"Бишкек, 5 м-н",42.832,74.624,кирпичный,1986.0,5.0,5.0,1,34.0,57000,1,0,mid
"Бишкек, Цирк/Дворец бракосочетания, Советская Фрунзе",42.8803,74.6115,кирпичный,2014.0,3.0,8.0,2,60.0,98000,0,0,low
"Бишкек, Мадина,  ул. 7 апреля",42.8689,74.6377,монолитный,2022.0,12.0,16.0,2,92.0,87400,0,1,low
"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",42.8398,74.583,монолитный,2024.0,15.0,16.0,3,136.86,155700,0,1,low
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.818,74.6088,монолитный,2024.0,8.0,16.0,2,85.0,97750,0,1,low
"Бишкек, ЦУМ, Советская 137/Токтогула",42.8726,74.6122,монолитный,2023.0,8.0,9.0,3,70.0,113000,0,0,mid
"Бишкек, Средний Джал м-н, мкр. Джал-23 18/2",42.8407,74.565,монолитный,2022.0,10.0,14.0,1,44.4,54500,0,1,low
"Бишкек, Центральная мечеть, Боконбаева/Гоголя",42.8694,74.6212,панельный,1980.0,1.0,5.0,3,58.0,85000,1,0,high
"Бишкек, Магистраль",42.8218,74.6121,монолитный,2023.0,5.0,9.0,2,38.6,52110,0,1,low
"Бишкек, ЦУМ, Юсупа Абдрахманова, 182",42.875,74.6114,кирпичный,1952.0,2.0,3.0,3,78.0,125000,1,0,mid
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8135,74.6185,монолитный,2022.0,14.0,14.0,1,37.0,48000,0,1,low
"Бишкек, Кок-Жар ж/м, Муромская/Кипкалова",42.8348,74.6404,панельный,2021.0,4.0,9.0,2,83.0,114000,0,0,mid
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,монолитный,2024.0,9.0,14.0,3,73.53,94500,0,1,low
"Бишкек, Аламедин-1 м-н, Аламедин-1 (Токмакская 45)",42.8805,74.6841,монолитный,2025.0,5.0,9.0,1,28.0,42000,0,0,low
"Бишкек, 3 м-н",42.8374,74.6208,кирпичный,2022.0,1.0,4.0,3,60.0,89500,0,0,high
"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",42.8588,74.6584,монолитный,2021.0,7.0,10.0,2,64.0,98000,0,0,low
"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",42.8223,74.6161,монолитный,2024.0,15.0,15.0,5,229.0,460000,0,1,low
"Бишкек, Магистраль, Ч. Айтматова/Масалиева",42.8249,74.591,монолитный,2022.0,6.0,9.0,3,89.0,130000,0,0,low
"Бишкек, Московская - Белинка, Боконбаева/манаса",42.8677,74.5872,панельный,1992.0,5.0,9.0,3,90.0,135000,1,0,high
"Бишкек, Горького - Панфилова, ул. Каракульская, 1",42.8614,74.5917,монолитный,2020.0,9.0,9.0,3,115.0,205000,0,0,low
"Бишкек, Улан-2 м-н, мкр Улан-2",42.8445,74.6329,монолитный,2018.0,6.0,9.0,2,68.0,80000,0,0,low
"Бишкек, Кок-Жар ж/м",42.8346,74.6397,кирпичный,2022.0,4.0,14.0,3,95.0,118750,0,1,low
"Бишкек, Сквер Тоголок Молдо, Чокморова 137/Исанова",42.8691,74.5917,кирпичный,2022.0,5.0,5.0,4,107.0,185000,0,0,mid
"Бишкек, Достук м-н",42.8884,74.5319,кирпичный,2022.0,1.0,3.0,3,84.0,73000,0,0,mid
"Бишкек, Магистраль, Токомбаева-Сухэ-батора",42.8191,74.6129,монолитный,2025.0,10.0,14.0,3,123.6,185400,0,1,low
"Бишкек, с. Кок-Джар",42.812,74.6475,кирпичный,2025.0,5.0,9.0,1,37.0,37740,0,0,low
"Бишкек, Кок-Жар ж/м, Шабдан Баатыра/Шоокум",42.85,74.6347,монолитный,2021.0,10.0,12.0,2,89.0,131900,0,0,low
"Бишкек, Ипподром, Л. Толстого",42.865,74.5574,монолитный,2025.0,11.0,17.0,2,48.0,54500,0,1,low
"Бишкек, Дворец спорта, Рыскулова 100",42.8792,74.5934,кирпичный,2025.0,15.0,17.0,2,65.0,97500,0,1,low
"Бишкек, Горького - Алма-Атинская,  ул. 7-Апреля, 155в/ул. Горького",42.8581,74.6404,монолитный,2024.0,5.0,9.0,3,82.64,76500,0,1,low
"Бишкек, Юг-2 м-н",42.8595,74.6077,кирпичный,2022.0,5.0,9.0,3,69.0,105000,0,0,high
"Бишкек, Чуй - Алматинка, Чуй/Алма-Атинская",42.8759,74.6383,монолитный,2017.0,7.0,9.0,1,50.0,76500,0,0,low
"Бишкек, Джальская больница, Ахунбаева 223/Чапаева",42.8445,74.5779,кирпичный,2024.0,6.0,9.0,1,49.7,64610,0,1,low
"Бишкек, Городок строителей, Городок энергетиков 12",42.8733,74.6948,кирпичный,2022.0,5.0,5.0,2,52.0,70000,0,0,mid
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,кирпичный,2024.0,8.0,10.0,2,59.0,103000,0,0,low
"Бишкек, Кок-Жар ж/м, Молдокулова 100",42.8529,74.6416,кирпичный,2025.0,11.0,14.0,1,42.7,40000,0,1,low
"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",42.8163,74.6486,монолитный,2020.0,3.0,9.0,2,58.0,68800,0,0,low
"Бишкек, Магистраль",42.8297,74.5697,кирпичный,2017.0,8.0,10.0,3,106.0,192000,0,0,low
"Бишкек, Асанбай м-н, Сухэ Батора/Токомбаева",42.8222,74.6176,монолитный,2022.0,10.0,16.0,3,95.0,112100,0,1,low
"Бишкек, АЮ Grand, Ауэзова 5/3",42.8575,74.6879,панельный,2026.0,6.0,15.0,3,87.0,78300,0,1,low
"Бишкек, АУЦА, Токомбаева 15/12",42.8101,74.6228,монолитный,2023.0,3.0,4.0,4,130.9,215985,0,1,low
"Бишкек, с. Кок-Джар, сейтек",42.8148,74.6464,панельный,2017.0,4.0,9.0,1,44.0,62000,0,0,low
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.813,74.6193,монолитный,2023.0,6.0,12.0,4,121.0,92000,0,1,low
"Бишкек, Кок-Жар ж/м, Шабдан-Баатыра и Чар.",42.8508,74.6356,монолитный,2024.0,3.0,12.0,1,46.0,74000,0,0,low
"Бишкек, ЦУМ, Токтогула/Абдрахманова",42.8726,74.61,кирпичный,2011.0,4.0,11.0,3,184.0,265000,0,0,low
"Бишкек, ЖД вокзал, Панфилова 153",42.8669,74.6006,монолитный,2011.0,4.0,9.0,3,90.0,147000,0,0,low
"Бишкек, Средний Джал м-н, мкр Джал-23 18/2",42.8403,74.565,монолитный,2023.0,6.0,14.0,1,44.5,57500,0,1,low
"Бишкек, Западный автовокзал, Динара Асанова 2",42.8835,74.5635,кирпичный,1965.0,4.0,4.0,3,62.0,76500,1,0,mid
"Бишкек, Магистраль, Токомбаева - Сухэ Батора",42.815,74.6121,монолитный,2025.0,5.0,16.0,3,74.0,89000,0,1,low
"Бишкек, VEFA",42.8554,74.6062,кирпичный,2022.0,6.0,9.0,3,130.0,230000,0,0,low
"Бишкек, Московская - Уметалиева, Калыка Акиева 11/Московская",42.8703,74.5772,панельный,1975.0,5.0,5.0,1,32.2,57000,1,0,high
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,монолитный,2022.0,13.0,16.0,2,67.0,125000,0,0,low
"Бишкек, Учкун м-н, Ауэзова/Шабдан Баатыра",42.8705,74.6961,панельный,1997.0,8.0,9.0,2,60.0,73000,1,0,high
"Бишкек, Джал-23 м-н (Нижний Джал), джал 15",42.8414,74.5664,кирпичный,2022.0,15.0,16.0,1,72.0,73500,0,0,low
"Бишкек, Лебединовка, Мичурина 121",42.8844,74.6804,монолитный,2022.0,5.0,9.0,3,81.0,105000,0,0,low
"Бишкек, Золотой квадрат, Боконбаева 101/Тыныстанова",42.8672,74.6084,монолитный,2023.0,4.0,12.0,2,61.8,126000,0,0,low
"Бишкек, 5 м-н",42.8321,74.6278,панельный,1992.0,1.0,4.0,1,32.0,58000,1,0,high
"Бишкек, Лебединовка, с. Лебединовка, ул. Мичурина 11",42.8794,74.6947,кирпичный,2017.0,5.0,5.0,4,113.0,220000,0,0,low
"Бишкек, Магистраль, пр-т Ч. Айтматова/А. Масалиева",42.82,74.5854,монолитный,2020.0,11.0,14.0,4,180.0,261000,0,0,low
"Бишкек, Мед. академия, Ахунбаева/Абая",42.8444,74.6023,монолитный,2023.0,14.0,16.0,4,146.0,240000,0,0,low
"Бишкек, Пишпек ж/м, ул. Льва Толстого - Крылова",42.8636,74.5442,монолитный,2025.0,9.0,14.0,1,44.0,53999,0,1,low
"Бишкек, Советская - Скрябина, Абая/Ахунбаева",42.8467,74.6022,монолитный,2022.0,6.0,12.0,2,63.0,107000,0,0,low
"Бишкек, Госрегистр, пр. Чингиза Айтматова 4",42.8626,74.5883,кирпичный,2022.0,8.0,12.0,3,90.0,182000,0,0,low
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,монолитный,2022.0,15.0,16.0,3,74.0,90000,0,1,low
"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",42.8191,74.5857,монолитный,2021.0,14.0,14.0,4,227.0,435000,0,0,low
"Бишкек, Советская - Скрябина, Абая/Ахунбаева",42.8467,74.6022,монолитный,2022.0,7.0,16.0,2,77.0,110000,0,1,low
"Бишкек, Азия Молл",42.8552,74.5823,кирпичный,2022.0,9.0,10.0,3,116.0,180000,0,0,low
"Бишкек, Таш Рабат",42.8555,74.6187,кирпичный,2022.0,2.0,5.0,2,48.0,71500,0,0,mid
"Бишкек, Карпинка",42.8736,74.6244,кирпичный,2022.0,2.0,4.0,2,42.0,65000,0,0,high
"Бишкек, Магистраль, Токомбаева - Сухэ Батора",42.815,74.6121,кирпичный,2025.0,7.0,16.0,1,47.64,47640,0,1,low
"Бишкек, Средний Джал м-н",42.8394,74.5642,панельный,1992.0,7.0,9.0,4,102.0,140000,1,0,low
"Бишкек, Тунгуч м-н",42.8525,74.6916,панельный,1992.0,6.0,9.0,1,34.0,51000,1,0,high
"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",42.8644,74.5878,монолитный,2024.0,12.0,14.0,2,63.0,80000,0,1,low
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.8191,74.6048,монолитный,2025.0,11.0,13.0,1,55.0,66500,0,1,low
"Бишкек, Пишпек ж/м, Репина/М. Алыбаева",42.8634,74.5501,монолитный,2023.0,10.0,12.0,1,54.6,52000,0,1,low
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,монолитный,2023.0,13.0,14.0,2,44.0,63000,0,0,low
"Бишкек, Джальская больница,  ул. Айни 95",42.8489,74.5704,монолитный,2023.0,3.0,10.0,2,65.0,72500,0,1,low
"Бишкек, 5 м-н",42.8326,74.627,панельный,1992.0,3.0,5.0,3,62.0,108500,1,0,high
"Бишкек, ТЭЦ",42.8759,74.6531,кирпичный,2024.0,9.0,9.0,2,55.0,81500,0,0,low
"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",42.8163,74.6486,монолитный,2020.0,9.0,9.0,2,71.0,95500,0,0,low
"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",42.8516,74.6152,монолитный,2025.0,14.0,17.0,1,49.0,66000,0,1,low
"Бишкек, КНУ, Насирдина Исанова, 118",42.8805,74.5919,кирпичный,2013.0,4.0,9.0,3,75.0,125000,0,0,mid
"Бишкек, 12 м-н, 12 мкр",42.8147,74.6364,монолитный,2014.0,7.0,10.0,4,150.0,260000,0,0,low
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,кирпичный,2022.0,7.0,14.0,3,92.0,99000,0,1,low
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8175,74.6063,монолитный,2022.0,2.0,14.0,2,58.0,129000,0,0,low
"Бишкек, Старый аэропорт, Ажыбек Баатыра/Джунусалиева",42.8393,74.5813,монолитный,2020.0,3.0,10.0,2,55.0,89000,0,0,low
"Бишкек, Сквер Тоголок Молдо, Чуйкова 132/Коёнкозова",42.8653,74.593,кирпичный,2022.0,12.0,12.0,2,43.0,75000,0,0,mid
"Бишкек, Магистраль, Ч. Айтматова/А. Масалиева",42.8258,74.5861,монолитный,2020.0,3.0,12.0,2,79.0,81000,0,1,low
"Бишкек, Магистраль, Асанбай, Сухэ-Батора",42.818,74.6123,монолитный,2022.0,5.0,16.0,3,104.0,215000,0,0,low
"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",42.8192,74.6031,монолитный,2022.0,7.0,14.0,2,53.0,92000,0,0,low
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8185,74.6158,монолитный,2021.0,10.0,10.0,1,45.0,90000,0,0,low
"Бишкек, Военторг, Манасчы Сагынбая 168",42.8716,74.5945,монолитный,2025.0,7.0,16.0,3,103.0,199000,0,0,low
"Бишкек, Золотой квадрат",42.8668,74.6079,кирпичный,2022.0,6.0,7.0,4,180.0,299000,0,0,low
"Бишкек, Магистраль, Токомбаева, 23",42.8171,74.6103,кирпичный,2023.0,3.0,12.0,2,80.0,112000,0,0,mid
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.8138,74.6191,кирпичный,2023.0,10.0,12.0,2,63.29,102000,0,0,low
"Бишкек, 10 м-н",42.8308,74.6046,панельный,1992.0,1.0,4.0,1,35.0,60000,1,0,high
"Бишкек, с. Кок-Джар, с. кок-жар, ул. баялинова 31",42.8185,74.6463,монолитный,2024.0,5.0,9.0,3,78.0,94000,0,0,low
"Бишкек, Церковь, Тоголок Молдо 31/2",42.885,74.5988,монолитный,2025.0,7.0,9.0,1,48.0,56000,0,1,low
"Бишкек, 8 м-н",42.8346,74.6126,панельный,1992.0,3.0,4.0,2,45.0,77000,1,0,high
"Бишкек, Магистраль",42.8161,74.6184,монолитный,2023.0,6.0,21.0,2,55.0,68000,0,1,low
"Бишкек, Восток-5 м-н",42.8738,74.6325,панельный,1992.0,4.0,5.0,3,62.0,99000,1,0,high
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,монолитный,2022.0,10.0,12.0,4,137.0,184950,0,1,low
"Бишкек, Парк Ататюрк, Ахунбаева 131/Малдыбаева",42.8435,74.5963,панельный,1980.0,4.0,4.0,1,32.0,57500,1,0,high
"Бишкек, 12 м-н, 12 мкр., ул. Токомбаева/Саякбая Каралаева",42.8128,74.6403,монолитный,2023.0,4.0,12.0,2,88.0,116000,0,1,low
"Бишкек, 3 м-н",42.8391,74.6173,панельный,1992.0,4.0,4.0,2,43.0,76500,1,0,high
"Бишкек, 8 м-н, Жукеева-Пудовкина 87/2",42.8277,74.6124,монолитный,2016.0,8.0,15.0,3,105.0,210000,0,0,low
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,монолитный,2023.0,12.0,14.0,1,41.0,49000,0,1,low
"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",42.8398,74.583,монолитный,2025.0,6.0,16.0,2,65.0,94300,0,1,low
"Бишкек, 6 м-н",42.8242,74.6221,панельный,1992.0,1.0,9.0,1,40.0,66500,1,0,high
"Бишкек, Кок-Жар м-н, мкрн Кок-Жар",42.851,74.6314,монолитный,2019.0,11.0,12.0,2,78.0,125000,0,0,low
"Бишкек, КНУ, Фрунзе 571/Уметалиева",42.8821,74.5817,монолитный,2020.0,3.0,13.0,2,77.0,145000,0,0,low
"Бишкек, Пишпек ж/м",42.8624,74.5475,панельный,1992.0,7.0,9.0,2,68.8,60550,1,1,low
"Бишкек, Магистраль",42.8242,74.5836,кирпичный,2022.0,9.0,10.0,4,160.0,432000,0,0,low
"Бишкек, АЮ Grand,  ул. Анкара 1/34",42.8558,74.688,монолитный,2020.0,6.0,8.0,2,57.0,88000,0,0,low
"Бишкек, Старый аэропорт, Джунусалиева, 184",42.8397,74.5803,монолитный,2025.0,15.0,16.0,3,132.0,160000,0,0,mid
"Бишкек, Космос, Панфилова/Скрябина/Скрябина",42.8497,74.5977,кирпичный,1969.0,2.0,4.0,2,39.0,65000,1,0,high
"Бишкек, Восток-5 м-н",42.8693,74.6337,кирпичный,2025.0,2.0,15.0,2,71.0,77000,0,1,low
"Бишкек, Джальская больница,  ул. Айни 95",42.8489,74.5704,монолитный,2023.0,6.0,12.0,1,43.0,54500,0,1,low
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.818,74.6088,монолитный,2024.0,12.0,16.0,3,97.0,145000,0,0,low
"Бишкек, Военторг, Сагынбая манасчы, 141",42.8715,74.5931,кирпичный,2021.0,5.0,14.0,1,47.3,105000,0,0,mid
"Бишкек, Магистраль, Арстанбека Дуйшеева 9",42.8199,74.6137,кирпичный,2026.0,10.0,15.0,2,84.0,105000,0,1,low
"Бишкек, Магистраль, Байтик Баатыра/Южная магистраль",42.8198,74.604,монолитный,2024.0,9.0,15.0,2,78.0,119000,0,0,low
"Бишкек, Баха, Курчатова 91/1",42.839,74.563,монолитный,2023.0,10.0,14.0,2,64.0,78000,0,1,low
"Бишкек, Верхний Джал м-н, тыналиева",42.836,74.567,монолитный,2021.0,12.0,16.0,3,100.0,159000,0,0,low
"Бишкек, Бишкек-Парк, Токтогула/Исанова",42.873,74.5901,монолитный,2018.0,16.0,16.0,3,119.6,150000,0,0,low
"Бишкек, Кок-Жар ж/м",42.834,74.6408,кирпичный,2022.0,9.0,9.0,3,95.0,91500,0,0,low
"Бишкек, Кок-Жар ж/м, Молдокулова 30/2",42.8475,74.6418,кирпичный,2024.0,2.0,12.0,1,53.7,57500,0,1,low
"Бишкек, Академия Наук, Тимирязева/Абдумомунова",42.8789,74.5785,монолитный,2022.0,8.0,12.0,2,71.0,120000,0,0,low
"Бишкек, Матросова, Суванбердиева 80",42.8481,74.6188,кирпичный,2022.0,4.0,4.0,2,70.0,110000,0,0,mid
"Бишкек, Гагарина,  ул.Космическая 96",42.8469,74.5576,кирпичный,2025.0,8.0,10.0,3,84.0,75600,0,1,low
"Бишкек, 110 квартал ж/м 155",42.8878,74.5242,кирпичный,2022.0,3.0,3.0,1,29.0,43000,0,0,high
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8163,74.6224,монолитный,2022.0,12.0,14.0,3,102.0,76000,0,1,low
"Бишкек, Старый аэропорт, Ажыбек Баатыра/Джунусалиева",42.8393,74.5813,монолитный,2020.0,9.0,10.0,3,138.0,276000,0,0,low
"Бишкек, Джал 15 м-н",42.8444,74.5665,кирпичный,2022.0,14.0,14.0,2,69.0,63000,0,1,low
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,монолитный,2024.0,12.0,13.0,3,107.0,124000,0,1,low
"Бишкек, Арча-Бешик ж/м,  ул. Баха / Южная Магистраль",42.8291,74.5656,монолитный,2025.0,11.0,14.0,1,60.0,76000,0,1,low
"Бишкек, Джал-23 м-н (Нижний Джал)",42.8433,74.5674,панельный,1992.0,2.0,9.0,4,101.0,110000,1,0,low
"Бишкек, КНУ, Абдымомунова/Уметалиева",42.8812,74.5812,монолитный,2023.0,12.0,12.0,3,90.0,155000,0,0,low
"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",42.8353,74.6413,монолитный,2023.0,6.0,14.0,1,46.42,66500,0,1,low
"Бишкек, 4 м-н",42.8382,74.6273,панельный,1992.0,1.0,4.0,1,44.0,70000,1,0,high
"Бишкек, Магистраль, пр. Ч. Айтматова",42.8236,74.5858,панельный,2022.0,13.0,14.0,2,97.0,158500,0,1,low
"Бишкек, Джал-29 м-н, Садырбаева 258а",42.8306,74.5657,монолитный,2023.0,9.0,12.0,3,109.0,197000,0,0,low
"Бишкек, Старый аэропорт, Ажыбек Баатыра 1",42.8401,74.5784,монолитный,2018.0,5.0,12.0,4,129.0,265000,0,0,low
"Бишкек, Тунгуч м-н",42.8528,74.6895,панельный,1992.0,5.0,9.0,1,46.0,70000,1,0,low
"Бишкек, Кара-Жыгач ж/м",42.8599,74.6524,кирпичный,2022.0,1.0,5.0,1,35.0,48500,0,0,low
